item_id,order_id,product_id,quantity,unit_price,subtotal
I000663,O00375,P012,3,105.16,315.48
I000664,O00375,P022,3,82.79,248.37
I000665,O00375,P001,1,362.29,362.29
I000666,O00376,P049,1,197.75,197.75
I000667,O00377,P037,2,46.97,93.94
I000668,O00377,P050,3,54.03,162.09
I000669,O00378,P028,1,180.24,180.24
I000670,O00378,P040,2,21.28,42.56
I000671,O00379,P018,3,110.79,332.37
I000672,O00380,P046,2,211.54,423.08
I000673,O00380,P005,1,83.32,83.32
I000674,O00380,P015,2,54.2,108.4
I000675,O00381,P025,3,86.29,258.87
I000676,O00381,P035,1,74.52,74.52
I000677,O00381,P043,1,129.81,129.81
I000678,O00382,P047,3,149.04,447.12
I000679,O00383,P047,1,149.04,149.04
I000680,O00383,P006,1,127.7,127.7
I000681,O00383,P019,1,109.53,109.53
I000682,O00384,P050,3,54.03,162.09
I000683,O00384,P044,1,141.41,141.41
I000684,O00385,P027,3,121.05,363.15
I000685,O00385,P047,2,149.04,298.08
I000686,O00385,P004,3,111.08,333.24
I000687,O00386,P039,2,61.74,123.48
I000688,O00386,P016,3,55.49,166.47
I000689,O00387,P017,1,36.26,36.26
I000690,O00388,P019,3,109.53,328.59
I000691,O00389,P025,2,86.29,172.58
I000692,O00390,P047,3,149.04,447.12
I000693,O00391,P011,1,148.19,148.19
I000694,O00391,P001,2,362.29,724.58
I000695,O00392,P005,1,83.32,83.32
I000696,O00392,P010,2,485.4,970.8
I000697,O00393,P015,2,54.2,108.4
I000698,O00394,P024,2,241.78,483.56
I000699,O00394,P008,3,498.77,1496.31
I000700,O00395,P028,3,180.24,540.72
I000701,O00395,P022,3,82.79,248.37
I000702,O00396,P008,2,498.77,997.54
I000703,O00397,P039,1,61.74,61.74
I000704,O00397,P038,1,46.85,46.85
I000705,O00397,P012,2,105.16,210.32
I000706,O00397,P030,1,295.24,295.24
I000707,O00398,P043,3,129.81,389.43
I000708,O00398,P050,3,54.03,162.09
I000709,O00399,P040,2,21.28,42.56
I000710,O00399,P031,2,21.68,43.36
I000711,O00400,P050,3,54.03,162.09
I000712,O00401,P016,2,55.49,110.98
I000713,O00402,P020,2,38.5,77.0
I000714,O00403,P009,2,414.73,829.46
I000715,O00403,P007,3,371.02,1113.06
I000716,O00404,P032,3,89.58,268.74
I000717,O00405,P003,2,140.08,280.16
I000718,O00405,P023,1,295.84,295.84
I000719,O00406,P036,1,53.08,53.08
I000720,O00406,P010,2,485.4,970.8
I000721,O00406,P029,3,150.87,452.61
I000722,O00407,P015,1,54.2,54.2
I000723,O00407,P038,3,46.85,140.55
I000724,O00407,P027,1,121.05,121.05
I000725,O00408,P003,3,140.08,420.24
I000726,O00408,P047,3,149.04,447.12
I000727,O00408,P027,1,121.05,121.05
I000728,O00409,P044,3,141.41,424.23
I000729,O00409,P039,2,61.74,123.48
I000730,O00409,P032,3,89.58,268.74
I000731,O00410,P026,1,158.33,158.33
I000732,O00411,P010,3,485.4,1456.2
I000733,O00411,P043,3,129.81,389.43
I000734,O00412,P030,1,295.24,295.24
I000735,O00413,P013,1,110.79,110.79
I000736,O00414,P025,3,86.29,258.87
I000737,O00414,P019,3,109.53,328.59
I000738,O00414,P017,2,36.26,72.52
I000739,O00415,P033,3,15.92,47.76
I000740,O00416,P023,2,295.84,591.68
I000741,O00416,P010,2,485.4,970.8
I000742,O00417,P007,3,371.02,1113.06
I000743,O00417,P033,1,15.92,15.92
I000744,O00418,P036,3,53.08,159.24
I000745,O00418,P019,3,109.53,328.59
I000746,O00418,P048,1,157.25,157.25
I000747,O00419,P017,1,36.26,36.26
I000748,O00419,P019,2,109.53,219.06
I000749,O00420,P034,3,45.83,137.49
I000750,O00421,P040,3,21.28,63.84
I000751,O00421,P046,1,211.54,211.54
I000752,O00421,P047,3,149.04,447.12
I000753,O00422,P016,2,55.49,110.98
I000754,O00422,P034,1,45.83,45.83
I000755,O00423,P020,2,38.5,77.0
I000756,O00424,P020,2,38.5,77.0
I000757,O00425,P038,1,46.85,46.85
I000758,O00426,P020,3,38.5,115.5
I000759,O00426,P048,2,157.25,314.5
I000760,O00427,P016,2,55.49,110.98
I000761,O00428,P041,1,96.33,96.33
I000762,O00428,P012,3,105.16,315.48
I000763,O00428,P036,2,53.08,106.16
I000764,O00429,P031,3,21.68,65.04
I000765,O00430,P018,2,110.79,221.58
I000766,O00430,P043,3,129.81,389.43
I000767,O00431,P008,3,498.77,1496.31
I000768,O00432,P031,2,21.68,43.36
I000769,O00432,P013,3,110.79,332.37
I000770,O00433,P010,3,485.4,1456.2
I000771,O00434,P048,1,157.25,157.25
I000772,O00434,P046,3,211.54,634.62
I000773,O00435,P044,1,141.41,141.41
I000774,O00436,P011,2,148.19,296.38
I000775,O00436,P007,2,371.02,742.04
I000776,O00437,P008,2,498.77,997.54
I000777,O00438,P008,1,498.77,498.77
I000778,O00438,P022,3,82.79,248.37
I000779,O00438,P038,1,46.85,46.85
I000780,O00439,P018,1,110.79,110.79
I000781,O00440,P039,3,61.74,185.22
I000782,O00441,P038,1,46.85,46.85
I000783,O00442,P037,2,46.97,93.94
I000784,O00443,P043,1,129.81,129.81
I000785,O00443,P025,3,86.29,258.87
I000786,O00444,P014,2,89.25,178.5
I000787,O00445,P041,2,96.33,192.66
I000788,O00445,P049,3,197.75,593.25
I000789,O00446,P037,1,46.97,46.97
I000790,O00447,P041,3,96.33,288.99
I000791,O00447,P012,2,105.16,210.32
I000792,O00448,P033,1,15.92,15.92
I000793,O00449,P043,3,129.81,389.43
I000794,O00450,P016,3,55.49,166.47
I000795,O00451,P045,3,53.88,161.64
I000796,O00451,P026,1,158.33,158.33
I000797,O00452,P025,2,86.29,172.58
I000798,O00453,P044,3,141.41,424.23
I000799,O00453,P038,2,46.85,93.7
I000800,O00453,P031,3,21.68,65.04
I000801,O00454,P045,3,53.88,161.64
I000802,O00454,P014,1,89.25,89.25
I000803,O00454,P010,3,485.4,1456.2
I000804,O00454,P009,3,414.73,1244.19
I000805,O00455,P021,2,121.22,242.44
I000806,O00455,P031,1,21.68,21.68
I000807,O00456,P009,3,414.73,1244.19
I000808,O00457,P015,2,54.2,108.4
I000809,O00457,P047,1,149.04,149.04
I000810,O00457,P025,1,86.29,86.29
I000811,O00457,P045,2,53.88,107.76
I000812,O00458,P046,3,211.54,634.62
I000813,O00458,P028,1,180.24,180.24
I000814,O00459,P036,3,53.08,159.24
I000815,O00459,P031,2,21.68,43.36
I000816,O00460,P023,3,295.84,887.52
I000817,O00461,P024,2,241.78,483.56
I000818,O00462,P014,1,89.25,89.25
I000819,O00462,P028,1,180.24,180.24
I000820,O00463,P004,1,111.08,111.08
I000821,O00464,P032,1,89.58,89.58
I000822,O00465,P003,3,140.08,420.24
I000823,O00465,P023,3,295.84,887.52
I000824,O00466,P018,1,110.79,110.79
I000825,O00467,P021,1,121.22,121.22
I000826,O00467,P007,2,371.02,742.04
I000827,O00468,P048,3,157.25,471.75
I000828,O00468,P017,1,36.26,36.26
I000829,O00468,P042,3,41.69,125.07
I000830,O00469,P032,1,89.58,89.58
I000831,O00469,P010,1,485.4,485.4
I000832,O00470,P001,1,362.29,362.29
I000833,O00471,P010,3,485.4,1456.2
I000834,O00471,P019,1,109.53,109.53
I000835,O00471,P035,3,74.52,223.56
I000836,O00472,P023,3,295.84,887.52
I000837,O00472,P046,2,211.54,423.08
I000838,O00473,P038,1,46.85,46.85
I000839,O00474,P021,2,121.22,242.44
I000840,O00474,P002,1,499.38,499.38
I000841,O00475,P036,2,53.08,106.16
I000842,O00475,P027,2,121.05,242.1
I000843,O00475,P005,2,83.32,166.64
I000844,O00476,P027,3,121.05,363.15
I000845,O00476,P039,3,61.74,185.22
I000846,O00477,P029,2,150.87,301.74
I000847,O00477,P004,1,111.08,111.08
I000848,O00478,P008,1,498.77,498.77
I000849,O00479,P027,1,121.05,121.05
I000850,O00479,P044,2,141.41,282.82
I000851,O00479,P028,3,180.24,540.72
I000852,O00480,P039,2,61.74,123.48
I000853,O00480,P040,2,21.28,42.56
I000854,O00480,P025,1,86.29,86.29
I000855,O00481,P020,3,38.5,115.5
I000856,O00482,P013,3,110.79,332.37
I000857,O00482,P032,3,89.58,268.74
I000858,O00483,P030,1,295.24,295.24
I000859,O00484,P008,1,498.77,498.77
I000860,O00485,P050,2,54.03,108.06
I000861,O00485,P026,2,158.33,316.66
I000862,O00486,P014,1,89.25,89.25
I000863,O00487,P032,3,89.58,268.74
I000864,O00488,P041,3,96.33,288.99
I000865,O00489,P028,2,180.24,360.48
I000866,O00490,P031,3,21.68,65.04
I000867,O00490,P049,2,197.75,395.5
I000868,O00491,P016,2,55.49,110.98
I000869,O00491,P002,3,499.38,1498.14
I000870,O00492,P033,2,15.92,31.84
I000871,O00492,P036,1,53.08,53.08
I000872,O00493,P024,3,241.78,725.34
I000873,O00494,P019,2,109.53,219.06
I000874,O00495,P050,3,54.03,162.09
I000875,O00495,P040,2,21.28,42.56
I000876,O00496,P050,3,54.03,162.09
I000877,O00496,P017,1,36.26,36.26
I000878,O00497,P028,2,180.24,360.48
I000879,O00497,P015,3,54.2,162.6
I000880,O00498,P035,1,74.52,74.52
I000881,O00498,P018,1,110.79,110.79
I000882,O00498,P002,3,499.38,1498.14
I000883,O00499,P031,2,21.68,43.36
I000884,O00500,P039,3,61.74,185.22
I000885,O00500,P045,3,53.88,161.64
I000886,O00500,P034,3,45.83,137.49
I000887,O00501,P001,1,362.29,362.29
I000888,O00501,P029,2,150.87,301.74
I000889,O00502,P039,1,61.74,61.74
I000890,O00502,P021,1,121.22,121.22
I000891,O00502,P001,1,362.29,362.29
I000892,O00502,P029,2,150.87,301.74
I000893,O00503,P025,2,86.29,172.58
I000894,O00503,P029,1,150.87,150.87
I000895,O00503,P014,1,89.25,89.25
I000896,O00504,P008,2,498.77,997.54
I000897,O00505,P007,1,371.02,371.02
I000898,O00506,P014,2,89.25,178.5
I000899,O00506,P008,3,498.77,1496.31
I000900,O00507,P005,2,83.32,166.64
I000901,O00507,P018,3,110.79,332.37
I000902,O00508,P038,1,46.85,46.85
I000903,O00508,P013,1,110.79,110.79
I000904,O00508,P018,3,110.79,332.37
I000905,O00508,P043,2,129.81,259.62
I000906,O00509,P032,1,89.58,89.58
I000907,O00510,P006,3,127.7,383.1
I000908,O00510,P042,2,41.69,83.38
I000909,O00510,P016,1,55.49,55.49
I000910,O00511,P027,3,121.05,363.15
I000911,O00512,P001,3,362.29,1086.87
I000912,O00512,P050,1,54.03,54.03
I000913,O00513,P008,3,498.77,1496.31
I000914,O00513,P036,1,53.08,53.08
I000915,O00514,P021,3,121.22,363.66
I000916,O00515,P029,1,150.87,150.87
I000917,O00516,P044,2,141.41,282.82
I000918,O00517,P049,2,197.75,395.5
I000919,O00517,P043,3,129.81,389.43
I000920,O00518,P050,3,54.03,162.09
I000921,O00519,P038,1,46.85,46.85
I000922,O00520,P017,1,36.26,36.26
I000923,O00520,P001,1,362.29,362.29
I000924,O00521,P001,3,362.29,1086.87
I000925,O00521,P048,3,157.25,471.75
I000926,O00522,P018,2,110.79,221.58
I000927,O00522,P001,2,362.29,724.58
I000928,O00522,P048,2,157.25,314.5
I000929,O00523,P015,1,54.2,54.2
I000930,O00524,P015,2,54.2,108.4
I000931,O00525,P034,2,45.83,91.66
I000932,O00525,P045,1,53.88,53.88
I000933,O00526,P037,1,46.97,46.97
I000934,O00527,P035,3,74.52,223.56
I000935,O00527,P050,2,54.03,108.06
I000936,O00528,P014,1,89.25,89.25
I000937,O00529,P019,2,109.53,219.06
I000938,O00529,P039,3,61.74,185.22
I000939,O00529,P028,3,180.24,540.72
I000940,O00530,P026,2,158.33,316.66
I000941,O00531,P019,3,109.53,328.59
I000942,O00531,P020,2,38.5,77.0
I000943,O00531,P023,1,295.84,295.84
I000944,O00531,P050,2,54.03,108.06
I000945,O00532,P004,2,111.08,222.16
I000946,O00532,P038,3,46.85,140.55
I000947,O00532,P040,2,21.28,42.56
I000948,O00532,P037,3,46.97,140.91
I000949,O00533,P002,2,499.38,998.76
I000950,O00533,P010,1,485.4,485.4
I000951,O00533,P045,2,53.88,107.76
I000952,O00534,P040,3,21.28,63.84
I000953,O00535,P005,1,83.32,83.32
I000954,O00535,P014,3,89.25,267.75
I000955,O00536,P047,2,149.04,298.08
I000956,O00536,P038,2,46.85,93.7
I000957,O00537,P016,3,55.49,166.47
I000958,O00537,P047,3,149.04,447.12
I000959,O00537,P027,1,121.05,121.05
I000960,O00537,P006,3,127.7,383.1
I000961,O00538,P040,1,21.28,21.28
I000962,O00538,P015,2,54.2,108.4
I000963,O00538,P044,1,141.41,141.41
I000964,O00539,P005,3,83.32,249.96
I000965,O00540,P037,1,46.97,46.97
I000966,O00540,P044,3,141.41,424.23
I000967,O00540,P010,1,485.4,485.4
I000968,O00541,P049,2,197.75,395.5
I000969,O00542,P017,3,36.26,108.78
I000970,O00543,P004,3,111.08,333.24
I000971,O00544,P042,1,41.69,41.69
I000972,O00544,P036,2,53.08,106.16
I000973,O00545,P023,1,295.84,295.84
I000974,O00545,P031,3,21.68,65.04
I000975,O00546,P037,2,46.97,93.94
I000976,O00547,P008,1,498.77,498.77
I000977,O00548,P022,3,82.79,248.37
I000978,O00548,P042,2,41.69,83.38
I000979,O00548,P023,1,295.84,295.84
I000980,O00549,P010,1,485.4,485.4
I000981,O00549,P032,1,89.58,89.58
I000982,O00550,P004,3,111.08,333.24
I000983,O00550,P002,2,499.38,998.76
I000984,O00551,P009,3,414.73,1244.19
I000985,O00551,P033,1,15.92,15.92
I000986,O00552,P005,2,83.32,166.64
I000987,O00552,P014,3,89.25,267.75
I000988,O00552,P048,2,157.25,314.5
I000989,O00553,P020,3,38.5,115.5
I000990,O00554,P013,2,110.79,221.58
I000991,O00554,P028,1,180.24,180.24
I000992,O00554,P047,3,149.04,447.12
I000993,O00555,P025,1,86.29,86.29
I000994,O00556,P040,1,21.28,21.28
I000995,O00556,P043,1,129.81,129.81
I000996,O00557,P042,2,41.69,83.38
I000997,O00557,P027,2,121.05,242.1
I000998,O00558,P004,1,111.08,111.08
I000999,O00558,P009,3,414.73,1244.19
I001000,O00558,P050,2,54.03,108.06
I001001,O00559,P006,3,127.7,383.1
I001002,O00560,P016,2,55.49,110.98
I001003,O00560,P039,1,61.74,61.74
I001004,O00561,P008,2,498.77,997.54
I001005,O00561,P003,2,140.08,280.16
I001006,O00562,P018,1,110.79,110.79
I001007,O00562,P033,3,15.92,47.76
I001008,O00563,P022,3,82.79,248.37
I001009,O00564,P029,2,150.87,301.74
I001010,O00565,P046,2,211.54,423.08
I001011,O00565,P006,1,127.7,127.7
I001012,O00566,P039,1,61.74,61.74
I001013,O00566,P010,2,485.4,970.8
I001014,O00567,P021,3,121.22,363.66
I001015,O00568,P039,1,61.74,61.74
I001016,O00569,P007,1,371.02,371.02
I001017,O00570,P050,2,54.03,108.06
I001018,O00571,P046,2,211.54,423.08
I001019,O00572,P040,1,21.28,21.28
I001020,O00573,P028,3,180.24,540.72
I001021,O00573,P012,3,105.16,315.48
I001022,O00574,P013,1,110.79,110.79
I001023,O00575,P008,1,498.77,498.77
I001024,O00575,P049,3,197.75,593.25
I001025,O00576,P022,2,82.79,165.58
I001026,O00577,P021,3,121.22,363.66
I001027,O00578,P015,1,54.2,54.2
I001028,O00579,P010,2,485.4,970.8
I001029,O00580,P022,3,82.79,248.37
I001030,O00581,P017,3,36.26,108.78
I001031,O00581,P002,2,499.38,998.76
I001032,O00582,P044,2,141.41,282.82
I001033,O00582,P014,2,89.25,178.5
I001034,O00583,P026,3,158.33,474.99
I001035,O00583,P035,1,74.52,74.52
I001036,O00584,P038,3,46.85,140.55
I001037,O00585,P008,1,498.77,498.77
I001038,O00586,P049,2,197.75,395.5
I001039,O00586,P004,3,111.08,333.24
I001040,O00586,P003,1,140.08,140.08
I001041,O00587,P007,2,371.02,742.04
I001042,O00588,P022,2,82.79,165.58
I001043,O00589,P030,2,295.24,590.48
I001044,O00589,P037,2,46.97,93.94
I001045,O00590,P008,1,498.77,498.77
I001046,O00591,P050,3,54.03,162.09
I001047,O00592,P049,1,197.75,197.75
I001048,O00592,P031,3,21.68,65.04
I001049,O00592,P014,3,89.25,267.75
I001050,O00592,P024,3,241.78,725.34
I001051,O00593,P027,1,121.05,121.05
I001052,O00593,P010,2,485.4,970.8
I001053,O00594,P015,3,54.2,162.6
I001054,O00595,P049,3,197.75,593.25
I001055,O00595,P018,2,110.79,221.58
I001056,O00596,P014,2,89.25,178.5
I001057,O00596,P044,3,141.41,424.23
I001058,O00596,P009,2,414.73,829.46
I001059,O00597,P037,1,46.97,46.97
I001060,O00598,P005,3,83.32,249.96
I001061,O00598,P043,2,129.81,259.62
I001062,O00598,P026,2,158.33,316.66
I001063,O00599,P002,3,499.38,1498.14
I001064,O00599,P049,2,197.75,395.5
I001065,O00600,P013,1,110.79,110.79
I001066,O00600,P027,1,121.05,121.05
I001067,O00600,P005,1,83.32,83.32
I001068,O00601,P029,2,150.87,301.74
I001069,O00602,P017,2,36.26,72.52
I001070,O00603,P027,3,121.05,363.15
I001071,O00603,P044,3,141.41,424.23
I001072,O00604,P027,2,121.05,242.1
I001073,O00605,P048,2,157.25,314.5
I001074,O00605,P004,3,111.08,333.24
I001075,O00606,P041,2,96.33,192.66
I001076,O00606,P028,2,180.24,360.48
I001077,O00607,P050,1,54.03,54.03
I001078,O00608,P006,1,127.7,127.7
I001079,O00609,P041,3,96.33,288.99
I001080,O00609,P003,3,140.08,420.24
I001081,O00610,P008,1,498.77,498.77
I001082,O00610,P049,1,197.75,197.75
I001083,O00611,P032,1,89.58,89.58
I001084,O00612,P020,2,38.5,77.0
I001085,O00613,P035,1,74.52,74.52
I001086,O00613,P025,2,86.29,172.58
I001087,O00614,P040,1,21.28,21.28
I001088,O00614,P016,1,55.49,55.49
I001089,O00615,P004,1,111.08,111.08
I001090,O00616,P016,2,55.49,110.98
I001091,O00617,P005,1,83.32,83.32
I001092,O00618,P001,2,362.29,724.58
I001093,O00618,P049,3,197.75,593.25
I001094,O00619,P025,3,86.29,258.87
I001095,O00620,P046,1,211.54,211.54
I001096,O00620,P043,1,129.81,129.81
I001097,O00620,P021,3,121.22,363.66
I001098,O00621,P006,2,127.7,255.4
I001099,O00622,P015,2,54.2,108.4
I001100,O00622,P042,3,41.69,125.07
I001101,O00622,P031,2,21.68,43.36
I001102,O00623,P006,1,127.7,127.7
I001103,O00623,P041,3,96.33,288.99
I001104,O00624,P001,3,362.29,1086.87
I001105,O00624,P027,3,121.05,363.15
I001106,O00625,P011,3,148.19,444.57
I001107,O00626,P038,3,46.85,140.55
I001108,O00626,P049,2,197.75,395.5
I001109,O00627,P026,3,158.33,474.99
I001110,O00627,P018,3,110.79,332.37
I001111,O00628,P019,2,109.53,219.06
I001112,O00629,P021,1,121.22,121.22
I001113,O00630,P008,2,498.77,997.54
I001114,O00630,P042,2,41.69,83.38
I001115,O00630,P022,2,82.79,165.58
I001116,O00631,P005,1,83.32,83.32
I001117,O00632,P049,1,197.75,197.75
I001118,O00633,P038,1,46.85,46.85
I001119,O00633,P042,2,41.69,83.38
I001120,O00634,P010,3,485.4,1456.2
I001121,O00635,P044,2,141.41,282.82
I001122,O00636,P044,2,141.41,282.82
I001123,O00636,P050,2,54.03,108.06
I001124,O00636,P031,1,21.68,21.68
I001125,O00637,P025,2,86.29,172.58
I001126,O00637,P048,3,157.25,471.75
I001127,O00638,P025,1,86.29,86.29
I001128,O00639,P011,1,148.19,148.19
I001129,O00639,P035,2,74.52,149.04
I001130,O00640,P025,2,86.29,172.58
I001131,O00640,P034,2,45.83,91.66
I001132,O00640,P018,1,110.79,110.79
I001133,O00641,P038,3,46.85,140.55
I001134,O00642,P010,2,485.4,970.8
I001135,O00642,P034,1,45.83,45.83
I001136,O00643,P023,2,295.84,591.68
I001137,O00644,P005,3,83.32,249.96
I001138,O00644,P029,3,150.87,452.61
I001139,O00645,P033,3,15.92,47.76
I001140,O00645,P009,2,414.73,829.46
I001141,O00645,P047,2,149.04,298.08
I001142,O00646,P036,3,53.08,159.24
I001143,O00646,P047,2,149.04,298.08
I001144,O00647,P022,1,82.79,82.79
I001145,O00648,P002,2,499.38,998.76
I001146,O00649,P005,2,83.32,166.64
I001147,O00650,P045,2,53.88,107.76
I001148,O00650,P033,3,15.92,47.76
I001149,O00651,P040,1,21.28,21.28
I001150,O00651,P004,2,111.08,222.16
I001151,O00652,P048,1,157.25,157.25
I001152,O00653,P003,1,140.08,140.08
I001153,O00653,P034,1,45.83,45.83
I001154,O00653,P029,1,150.87,150.87
I001155,O00653,P005,2,83.32,166.64
I001156,O00654,P009,3,414.73,1244.19
I001157,O00655,P012,1,105.16,105.16
I001158,O00656,P039,1,61.74,61.74
I001159,O00657,P022,1,82.79,82.79
I001160,O00658,P031,2,21.68,43.36
I001161,O00659,P004,2,111.08,222.16
I001162,O00659,P046,2,211.54,423.08
I001163,O00660,P013,1,110.79,110.79
I001164,O00661,P043,1,129.81,129.81
I001165,O00662,P003,2,140.08,280.16
I001166,O00663,P045,2,53.88,107.76
I001167,O00664,P005,2,83.32,166.64
I001168,O00665,P037,1,46.97,46.97
I001169,O00665,P012,1,105.16,105.16
I001170,O00665,P002,3,499.38,1498.14
I001171,O00666,P002,2,499.38,998.76
I001172,O00667,P043,1,129.81,129.81
I001173,O00668,P025,3,86.29,258.87
I001174,O00669,P011,3,148.19,444.57
I001175,O00669,P032,3,89.58,268.74
I001176,O00670,P012,2,105.16,210.32
I001177,O00670,P013,2,110.79,221.58
I001178,O00670,P042,3,41.69,125.07
I001179,O00670,P019,2,109.53,219.06
I001180,O00671,P038,1,46.85,46.85
I001181,O00671,P014,3,89.25,267.75
I001182,O00671,P041,3,96.33,288.99
I001183,O00672,P041,3,96.33,288.99
I001184,O00673,P047,2,149.04,298.08
I001185,O00673,P013,2,110.79,221.58
I001186,O00674,P040,1,21.28,21.28
I001187,O00674,P046,2,211.54,423.08
I001188,O00675,P022,3,82.79,248.37
I001189,O00675,P034,1,45.83,45.83
I001190,O00675,P043,1,129.81,129.81
I001191,O00676,P048,2,157.25,314.5
I001192,O00677,P014,1,89.25,89.25
I001193,O00678,P018,3,110.79,332.37
I001194,O00678,P044,1,141.41,141.41
I001195,O00679,P049,1,197.75,197.75
I001196,O00680,P043,1,129.81,129.81
I001197,O00681,P030,3,295.24,885.72
I001198,O00681,P008,2,498.77,997.54
I001199,O00682,P038,1,46.85,46.85
I001200,O00682,P030,2,295.24,590.48
I001201,O00683,P013,1,110.79,110.79
I001202,O00683,P012,1,105.16,105.16
I001203,O00684,P044,3,141.41,424.23
I001204,O00685,P001,3,362.29,1086.87
I001205,O00685,P020,1,38.5,38.5
I001206,O00686,P019,3,109.53,328.59
I001207,O00687,P006,3,127.7,383.1
I001208,O00688,P027,1,121.05,121.05
I001209,O00688,P033,2,15.92,31.84
I001210,O00689,P025,3,86.29,258.87
I001211,O00690,P021,2,121.22,242.44
I001212,O00690,P022,2,82.79,165.58
I001213,O00691,P017,1,36.26,36.26
I001214,O00691,P042,3,41.69,125.07
I001215,O00692,P023,3,295.84,887.52
I001216,O00693,P023,1,295.84,295.84
I001217,O00694,P049,2,197.75,395.5
I001218,O00695,P039,3,61.74,185.22
I001219,O00695,P010,3,485.4,1456.2
I001220,O00696,P015,3,54.2,162.6
I001221,O00697,P020,2,38.5,77.0
I001222,O00698,P035,2,74.52,149.04
I001223,O00699,P031,3,21.68,65.04
I001224,O00700,P042,3,41.69,125.07
I001225,O00700,P024,1,241.78,241.78
I001226,O00700,P031,1,21.68,21.68
I001227,O00701,P018,2,110.79,221.58
I001228,O00701,P021,2,121.22,242.44
I001229,O00702,P005,3,83.32,249.96
I001230,O00702,P008,2,498.77,997.54
I001231,O00702,P015,2,54.2,108.4
I001232,O00703,P027,3,121.05,363.15
I001233,O00704,P018,3,110.79,332.37
I001234,O00704,P041,1,96.33,96.33
I001235,O00705,P001,3,362.29,1086.87
I001236,O00705,P035,2,74.52,149.04
I001237,O00705,P006,3,127.7,383.1
I001238,O00706,P032,3,89.58,268.74
I001239,O00707,P045,3,53.88,161.64
I001240,O00708,P038,1,46.85,46.85
I001241,O00708,P005,3,83.32,249.96
I001242,O00708,P008,3,498.77,1496.31
I001243,O00709,P024,3,241.78,725.34
I001244,O00710,P007,2,371.02,742.04
I001245,O00711,P018,3,110.79,332.37
I001246,O00712,P013,1,110.79,110.79
I001247,O00713,P001,1,362.29,362.29
I001248,O00713,P042,1,41.69,41.69
I001249,O00714,P008,1,498.77,498.77
I001250,O00714,P050,1,54.03,54.03
I001251,O00714,P026,1,158.33,158.33
I001252,O00715,P013,2,110.79,221.58
I001253,O00716,P041,1,96.33,96.33
I001254,O00717,P043,2,129.81,259.62
I001255,O00717,P024,3,241.78,725.34
I001256,O00718,P024,3,241.78,725.34
I001257,O00719,P026,2,158.33,316.66
I001258,O00719,P002,1,499.38,499.38
I001259,O00720,P039,3,61.74,185.22
I001260,O00721,P035,1,74.52,74.52
I001261,O00721,P003,1,140.08,140.08
I001262,O00722,P024,1,241.78,241.78
I001263,O00722,P014,2,89.25,178.5
I001264,O00723,P013,1,110.79,110.79
I001265,O00723,P026,2,158.33,316.66
I001266,O00723,P005,3,83.32,249.96
I001267,O00724,P011,2,148.19,296.38
I001268,O00724,P029,2,150.87,301.74
I001269,O00725,P027,1,121.05,121.05
I001270,O00725,P033,3,15.92,47.76
I001271,O00726,P001,1,362.29,362.29
I001272,O00727,P016,2,55.49,110.98
I001273,O00727,P039,1,61.74,61.74
I001274,O00728,P026,3,158.33,474.99
I001275,O00728,P048,1,157.25,157.25
I001276,O00728,P002,1,499.38,499.38
I001277,O00729,P001,3,362.29,1086.87
I001278,O00729,P044,2,141.41,282.82
I001279,O00730,P005,3,83.32,249.96
I001280,O00731,P026,3,158.33,474.99
I001281,O00731,P001,3,362.29,1086.87
I001282,O00732,P003,3,140.08,420.24
I001283,O00732,P006,3,127.7,383.1
I001284,O00732,P041,3,96.33,288.99
I001285,O00733,P015,1,54.2,54.2
I001286,O00734,P042,3,41.69,125.07
I001287,O00734,P027,2,121.05,242.1
I001288,O00735,P048,3,157.25,471.75
I001289,O00735,P003,3,140.08,420.24
I001290,O00736,P026,1,158.33,158.33
I001291,O00737,P037,1,46.97,46.97
I001292,O00738,P022,3,82.79,248.37
I001293,O00738,P002,2,499.38,998.76
I001294,O00739,P033,3,15.92,47.76
I001295,O00739,P013,3,110.79,332.37
I001296,O00740,P016,2,55.49,110.98
I001297,O00741,P032,3,89.58,268.74
I001298,O00741,P004,2,111.08,222.16
I001299,O00741,P023,2,295.84,591.68
I001300,O00742,P014,3,89.25,267.75
I001301,O00743,P045,3,53.88,161.64
I001302,O00744,P019,1,109.53,109.53
I001303,O00745,P010,1,485.4,485.4
I001304,O00745,P009,2,414.73,829.46
I001305,O00746,P015,3,54.2,162.6
I001306,O00746,P047,2,149.04,298.08
I001307,O00747,P036,2,53.08,106.16
I001308,O00748,P011,2,148.19,296.38
I001309,O00749,P023,1,295.84,295.84
I001310,O00750,P040,3,21.28,63.84
I001311,O00750,P024,1,241.78,241.78
I001312,O00750,P013,3,110.79,332.37
I001313,O00750,P022,1,82.79,82.79
I001314,O00751,P025,2,86.29,172.58
I001315,O00751,P016,1,55.49,55.49
I001316,O00751,P029,2,150.87,301.74
I001317,O00751,P014,1,89.25,89.25
I001318,O00752,P039,2,61.74,123.48
I001319,O00753,P014,3,89.25,267.75
I001320,O00754,P007,3,371.02,1113.06
I001321,O00754,P038,3,46.85,140.55
I001322,O00754,P016,3,55.49,166.47
I001323,O00755,P038,3,46.85,140.55
I001324,O00755,P024,1,241.78,241.78
I001325,O00756,P042,2,41.69,83.38
I001326,O00757,P017,1,36.26,36.26
